PEARLS, 10005, -24, 9995, 24, 9999.440212056581
13000 BANANAS, 4950, -27, 4943, 27, 4946.932801204495
PEARLS, 10005, -27, 9995, 27, 9999.442542079238
13100 BANANAS, 4950, -2, 4944, 30, 4946.933578159004
PEARLS, 10004, -2, 9996, 2, 9999.44486240357
13200 BANANAS, 4950, -28, 4943, 28, 4946.922869822822
PEARLS, 10005, -28, 9995, 28, 9999.450943164611
13300 BANANAS, 4950, -2, 4949, 1, 4947.217676480153
PEARLS, 10004, -2, 9996, 2, 9999.4576880457
13400 BANANAS, 4950, -1, 4944, 26, 4947.2154050843465
PEARLS, 10004, -1, 10002, 1, 9999.931143083182
13500 BANANAS, 4949, -9, 4947, 4, 4947.24224224007
PEARLS, 10002, -9, 9996, 1, 9999.91790013086
13600 BANANAS, 4950, -2, 4944, 25, 4947.2387970096925
PEARLS, 10004, -2, 9996, 2, 9999.921697095557
13700 BANANAS, 4949, -7, 4947, 5, 4947.254375370905
PEARLS, 10002, -7, 10000, 2, 9999.92618534906
13800 BANANAS, 4950, -25, 4943, 25, 4947.251235410985
PEARLS, 10004, -1, 9996, 1, 9999.926492590064
13900 BANANAS, 4947, -2, 4942, 20, 4947.217437897683
PEARLS, 10002, -2, 9995, 20, 9999.91444850096
14000 BANANAS, 4949, -27, 4948, 1, 4947.23958989333
PEARLS, 10004, -1, 9996, 1, 9999.91480459461
14100 BANANAS, 4949, -24, 4942, 24, 4947.222215993635
PEARLS, 10004, -2, 10000, 3, 9999.966303898585
14200 BANANAS, 4949, -24, 4942, 24, 4947.201059455114
PEARLS, 10004, -2, 9996, 2, 9999.96644415291
14300 BANANAS, 4949, -2, 4943, 30, 4947.193302914046
PEARLS, 10004, -2, 9996, 2, 9999.966583823449
14400 BANANAS, 4949, -23, 4943, 9, 4947.149200643655
PEARLS, 10004, -1, 9998, 9, 9999.976904916406
14500 BANANAS, 4949, -1, 4943, 22, 4947.135913551
PEARLS, 10000, -2, 9996, 1, 9999.83783255965
14600 BANANAS, 4947, -3, 4942, 21, 4947.00052570252
PEARLS, 10002, -3, 9995, 21, 9999.827933000877
14700 BANANAS, 4949, -26, 4943, 7, 4946.988612296315
PEARLS, 10004, -2, 9998, 5, 9999.841888974446
14800 BANANAS, 4949, -23, 4943, 1, 4946.966208780293
PEARLS, 10004, -2, 9996, 2, 9999.843620861046
14900 BANANAS, 4947, -8, 4943, 2, 4946.929426558681
PEARLS, 10002, -8, 9996, 2, 9999.834380166669
15000 BANANAS, 4943, -1, 4942, 23, 4946.802561192523
PEARLS, 10004, -1, 9996, 1, 9999.837043359803
15100 BANANAS, 4949, -26, 4948, 1, 4946.809626494532
PEARLS, 10004, -1, 10002, 1, 9999.955530809384
15200 BANANAS, 4950, -25, 4946, 3, 4946.8483294060925
PEARLS, 10000, -4, 9998, 3, 9999.922846772542
15300 BANANAS, 4949, -24, 4943, 5, 4946.841935237496
PEARLS, 10004, -2, 9998, 3, 9999.9336046829
15400 BANANAS, 4947, -4, 4942, 26, 4946.805499718296
PEARLS, 10002, -4, 9996, 2, 9999.924963210142
15500 BANANAS, 4949, -20, 4948, 1, 4946.846605571005
PEARLS, 10005, -20, 9998, 5, 9999.934935347339
15600 BANANAS, 4950, -24, 4943, 24, 4946.844431289287
PEARLS, 10004, -1, 9996, 1, 9999.93597283027
15700 BANANAS, 4950, -2, 4944, 22, 4946.8473171876985
PEARLS, 10004, -2, 9996, 2, 9999.936727629374
15800 BANANAS, 4950, -2, 4945, 9, 4946.855168398219
PEARLS, 10004, -2, 9998, 5, 9999.941153320824
15900 BANANAS, 4951, -27, 4945, 10, 4946.872562568386
PEARLS, 10005, -27, 9998, 10, 9999.961659981831
16000 BANANAS, 4950, -7, 4945, 27, 4946.884822589885
PEARLS, 10002, -7, 9996, 2, 9999.957657234769
16100 BANANAS, 4951, -29, 4945, 4, 4946.953690946137
PEARLS, 10005, -29, 9998, 4, 9999.97702315694
16200 BANANAS, 4945, -1, 4944, 21, 4946.791369346488
PEARLS, 10005, -21, 9995, 21, 9999.97762736903
16300 BANANAS, 4949, -2, 4944, 31, 4946.786976347541
PEARLS, 10002, -2, 9996, 2, 9999.973558160418
16400 BANANAS, 4951, -24, 4945, 2, 4946.811509180276
PEARLS, 9998, -1, 9996, 2, 9999.822901853133
16500 BANANAS, 4951, -27, 4945, 2, 4946.8592799482885
PEARLS, 10004, -2, 9996, 2, 9999.824841717265
16600 BANANAS, 4951, -25, 4945, 25, 4946.868663364199
PEARLS, 10004, -2, 9996, 2, 9999.827482592707
16700 BANANAS, 4945, -1, 4944, 24, 4946.781994392371
PEARLS, 10004, -1, 10002, 3, 9999.946328197975
16800 BANANAS, 4949, -5, 4944, 32, 4946.779780640209
PEARLS, 10002, -5, 9996, 2, 9999.93687688347
16900 BANANAS, 4951, -24, 4944, 24, 4946.782778431509
PEARLS, 10004, -1, 9996, 1, 9999.937442064895
17000 BANANAS, 4951, -23, 4944, 23, 4946.787994546061
PEARLS, 10005, -23, 9995, 23, 9999.938179543587
17100 BANANAS, 4951, -31, 4945, 6, 4946.796963022076
PEARLS, 10004, -1, 9998, 6, 9999.956518961293
17200 BANANAS, 4951, -2, 4946, 6, 4946.809564983758
PEARLS, 10004, -2, 9998, 6, 9999.963666528016
17300 BANANAS, 4947, -2, 4945, 28, 4946.7921596255355
PEARLS, 9998, -1, 9995, 28, 9999.818080491184
17400 BANANAS, 4952, -1, 4946, 25, 4946.876473425942
PEARLS, 10004, -1, 9996, 1, 9999.819794459792
17500 BANANAS, 4953, -24, 4951, 11, 4947.196164328171
PEARLS, 10004, -1, 9996, 1, 9999.824114892306
17600 BANANAS, 4952, -27, 4945, 27, 4947.205218742559
PEARLS, 10005, -27, 9995, 27, 9999.824846984326
17700 BANANAS, 4951, -1, 4945, 24, 4947.20852688515
PEARLS, 10004, -1, 9996, 1, 9999.825576029136
17800 BANANAS, 4951, -23, 4944, 23, 4947.217351326872
PEARLS, 10005, -23, 9995, 23, 9999.832110121697
17900 BANANAS, 4951, -30, 4945, 9, 4947.229527671589
PEARLS, 10004, -1, 9998, 8, 9999.87205792394
18000 BANANAS, 4951, -28, 4945, 9, 4947.235131061253
PEARLS, 10004, -2, 9998, 7, 9999.889606297827
18100 BANANAS, 4952, -21, 4945, 21, 4947.249354863351
PEARLS, 10005, -21, 9995, 21, 9999.890065792946
18200 BANANAS, 4952, -24, 4950, 1, 4947.383472050102
PEARLS, 10004, -1, 9996, 1, 9999.891776134824
18300 BANANAS, 4951, -29, 4944, 29, 4947.3846609894945
PEARLS, 10004, -2, 9996, 2, 9999.893459867428
18400 BANANAS, 4951, -1, 4945, 30, 4947.395600349681
PEARLS, 10004, -1, 9996, 1, 9999.914814540227
18500 BANANAS, 4951, -2, 4946, 3, 4947.403502437646
PEARLS, 10004, -2, 9998, 3, 10000.059857249384
18600 BANANAS, 4950, -10, 4945, 31, 4947.411137734468
PEARLS, 10002, -9, 9996, 1, 9999.985297848842
18700 BANANAS, 4951, -2, 4945, 27, 4947.416410193
PEARLS, 10004, -2, 10002, 9, 10000.531896915249
18800 BANANAS, 4952, -24, 4945, 24, 4947.4261122619855
PEARLS, 10004, -2, 9996, 2, 10000.52968298428
18900 BANANAS, 4952, -28, 4945, 28, 4947.442819665619
PEARLS, 10004, -1, 9996, 1, 10000.527478268423
19000 BANANAS, 4950, -7, 4945, 24, 4947.4433489284975
PEARLS, 10002, -7, 9995, 25, 10000.44526547948
19100 BANANAS, 4951, -1, 4945, 29, 4947.4456658944555
PEARLS, 10000, -5, 9996, 1, 10000.338420863882
19200 BANANAS, 4950, -7, 4945, 29, 4947.446472798606
PEARLS, 10002, -7, 9996, 1, 10000.320813909133
19300 BANANAS, 4952, -32, 4945, 32, 4947.507977560176
PEARLS, 10004, -2, 9996, 2, 10000.319478575484
19400 BANANAS, 4951, -3, 4946, 21, 4947.534944319116
PEARLS, 10002, -3, 9996, 1, 10000.304222724224
19500 BANANAS, 4952, -2, 4946, 22, 4947.579299348163
PEARLS, 10004, -2, 9996, 2, 10000.302956448577
19600 BANANAS, 4952, -2, 4946, 31, 4947.599504911986
PEARLS, 10004, -2, 9996, 2, 10000.299637981621
19700 BANANAS, 4951, -2, 4946, 25, 4947.634924753065
PEARLS, 10002, -2, 9996, 1, 10000.294228458284
19800 BANANAS, 4953, -20, 4946, 20, 4947.766130056854
PEARLS, 10005, -20, 10002, 4, 10000.322931770597
19900 BANANAS, 4952, -1, 4946, 28, 4947.785326442511
PEARLS, 10004, -1, 9996, 1, 10000.32158762171
20000 BANANAS, 4951, -4, 4946, 29, 4947.788301150346
PEARLS, 10002, -4, 9996, 1, 10000.307111465574
20100 BANANAS, 4952, -2, 4947, 10, 4947.947925132792
PEARLS, 10004, -2, 9998, 9, 10000.326745664543
20200 BANANAS, 4953, -29, 4946, 29, 4948.029132066789
PEARLS, 10005, -29, 9995, 29, 10000.320361109414
20300 BANANAS, 4952, -23, 4946, 2, 4948.087485169622
PEARLS, 10004, -2, 9996, 2, 10000.317018226986
20400 BANANAS, 4953, -24, 4946, 24, 4948.143044662927
PEARLS, 10005, -24, 9995, 24, 10000.315698692222
20500 BANANAS, 4953, -30, 4946, 30, 4948.189459470063
PEARLS, 10005, -30, 9995, 30, 10000.31204857438
20600 BANANAS, 4953, -2, 4947, 23, 4948.260674803375
PEARLS, 10004, -2, 9996, 2, 10000.310749724955
20700 BANANAS, 4948, -1, 4947, 31, 4948.214955160666
PEARLS, 10002, -6, 9996, 1, 10000.294647838113
20800 BANANAS, 4954, -25, 4953, 1, 4949.507954915554
PEARLS, 10004, -2, 9996, 2, 10000.291028240827
20900 BANANAS, 4954, -24, 4947, 24, 4949.521005289605
PEARLS, 10004, -1, 9996, 1, 10000.26716315125
21000 BANANAS, 4949, -3, 4948, 27, 4949.51357985682
PEARLS, 10005, -27, 9995, 27, 10000.266051129809
21100 BANANAS, 4955, -30, 4949, 1, 4949.6093288808615
PEARLS, 10004, -2, 9998, 1, 10000.334495319974
21200 BANANAS, 4954, -23, 4947, 23, 4949.617720407132
PEARLS, 10005, -23, 9995, 23, 10000.319025539886
21300 BANANAS, 4948, -1, 4947, 29, 4949.584773192658
PEARLS, 10005, -29, 9995, 29, 10000.317697650022
21400 BANANAS, 4955, -30, 4948, 30, 4949.617852367399
PEARLS, 10005, -30, 9995, 30, 10000.316375287275
21500 BANANAS, 4954, -24, 4952, 4, 4949.68952697018
PEARLS, 10004, -2, 9996, 2, 10000.31505842864
21600 BANANAS, 4955, -29, 4951, 2, 4949.75548583507
PEARLS, 10005, -29, 10002, 1, 10001.428996254212
21700 BANANAS, 4952, -10, 4948, 1, 4949.756503583936
PEARLS, 10002, -10, 9996, 1, 10001.378065375546
21800 BANANAS, 4954, -1, 4949, 5, 4949.796839226224
PEARLS, 10004, -1, 9998, 6, 10001.366619325452
21900 BANANAS, 4954, -30, 4948, 2, 4949.817162407317
PEARLS, 10004, -2, 9996, 2, 10001.360931003597
22000 BANANAS, 4948, -1, 4947, 24, 4949.763177938456
PEARLS, 10000, -2, 9996, 1, 10001.277924103166
22100 BANANAS, 4954, -25, 4948, 1, 4949.785037113739
PEARLS, 10004, -2, 9996, 2, 10001.272604960177
22200 BANANAS, 4953, -4, 4948, 28, 4949.793005671806
PEARLS, 10002, -4, 9996, 1, 10001.228198642884
22300 BANANAS, 4955, -30, 4948, 30, 4949.807829841149
PEARLS, 10004, -1, 9996, 1, 10001.223086473716
22400 BANANAS, 4955, -26, 4948, 26, 4949.8697460467365
PEARLS, 10004, -2, 10002, 2, 10001.274910372418
22500 BANANAS, 4955, -27, 4948, 27, 4949.876531703149
PEARLS, 10005, -27, 10002, 6, 10001.339134141019
22600 BANANAS, 4953, -9, 4948, 27, 4949.895849851104
PEARLS, 10002, -9, 9996, 1, 10001.318514192792
22700 BANANAS, 4955, -28, 4948, 28, 4949.921644839399
PEARLS, 10005, -28, 9995, 28, 10001.28367976235
22800 BANANAS, 4954, -1, 4948, 30, 4949.93533846625
PEARLS, 9998, -3, 9996, 1, 10001.209693438199
22900 BANANAS, 4954, -2, 4948, 26, 4949.944096234609
PEARLS, 9998, -1, 9996, 2, 10001.055661502925
