Sandbox logs:
10600 , BANANAS, 4950, -6, 4945, 23, 5
10600 , PEARLS, 9998, -2, 9995, 23, 3
10700 , BANANAS, 4952, -23, 4946, 1, 6
10700 , PEARLS, 10005, -23, 9998, 1, 7
10800 , BANANAS, 4953, -23, 4947, 3, 6
10800 , PEARLS, 10005, -23, 10002, 1, 3
10900 , BANANAS, 4953, -30, 4947, 1, 6
10900 , PEARLS, 10004, -1, 9996, 1, 8
11000 , BANANAS, 4952, -1, 4946, 30, 6
11000 , PEARLS, 10004, -1, 9996, 1, 8
11100 , BANANAS, 4951, -4, 4946, 31, 5
11100 , PEARLS, 10002, -4, 9996, 2, 6
11200 , BANANAS, 4952, -1, 4946, 29, 6
11200 , PEARLS, 10004, -1, 10002, 1, 2
11300 , BANANAS, 4952, -27, 4950, 1, 2
11300 , PEARLS, 10004, -1, 9996, 1, 8
11400 , BANANAS, 4951, -1, 4946, 3, 5
11400 , PEARLS, 10004, -1, 9998, 2, 6
11500 , BANANAS, 4951, -29, 4945, 2, 6
11500 , PEARLS, 10004, -1, 9998, 1, 6
11600 , BANANAS, 4951, -26, 4944, 26, 7
11600 , PEARLS, 10005, -26, 9995, 26, 10
11700 , BANANAS, 4951, -22, 4944, 22, 7
11700 , PEARLS, 10004, -1, 9996, 1, 8
11800 , BANANAS, 4951, -21, 4944, 21, 7
11800 , PEARLS, 10005, -21, 9995, 21, 10
11900 , BANANAS, 4951, -25, 4944, 25, 7
11900 , PEARLS, 10005, -25, 9995, 25, 10
12000 , BANANAS, 4950, -25, 4943, 25, 7
12000 , PEARLS, 10005, -25, 9995, 25, 10
12100 , BANANAS, 4948, -4, 4943, 22, 5
12100 , PEARLS, 10002, -3, 9996, 2, 6
12200 , BANANAS, 4950, -28, 4944, 10, 6
12200 , PEARLS, 10004, -2, 9998, 10, 6
12300 , BANANAS, 4950, -24, 4943, 24, 7
12300 , PEARLS, 10000, -5, 9996, 1, 4
12400 , BANANAS, 4949, -1, 4943, 30, 6
12400 , PEARLS, 10004, -1, 9996, 1, 8
12500 , BANANAS, 4949, -2, 4943, 31, 6
12500 , PEARLS, 10004, -2, 10002, 5, 2
12600 , BANANAS, 4949, -31, 4944, 5, 5
12600 , PEARLS, 10004, -1, 9998, 5, 6
12700 , BANANAS, 4950, -31, 4943, 31, 7
12700 , PEARLS, 10004, -2, 9996, 2, 8
12800 , BANANAS, 4948, -3, 4943, 31, 5
12800 , PEARLS, 10002, -3, 9996, 1, 6
12900 , BANANAS, 4950, -24, 4944, 24, 6
12900 , PEARLS, 10005, -24, 9995, 24, 10
13000 , BANANAS, 4950, -27, 4943, 27, 7
13000 , PEARLS, 10005, -27, 9995, 27, 10
13100 , BANANAS, 4950, -2, 4944, 30, 6
13100 , PEARLS, 10004, -2, 9996, 2, 8
13200 , BANANAS, 4950, -28, 4943, 28, 7
13200 , PEARLS, 10005, -28, 9995, 28, 10
13300 , BANANAS, 4950, -2, 4949, 1, 1
13300 , PEARLS, 10004, -2, 9996, 2, 8
13400 , BANANAS, 4950, -1, 4944, 26, 6
13400 , PEARLS, 10004, -1, 10002, 1, 2
13500 , BANANAS, 4949, -9, 4947, 4, 2
13500 , PEARLS, 10002, -9, 9996, 1, 6
13600 , BANANAS, 4950, -2, 4944, 25, 6
13600 , PEARLS, 10004, -2, 9996, 2, 8
13700 , BANANAS, 4949, -7, 4947, 5, 2
13700 , PEARLS, 10002, -7, 10000, 2, 2
13800 , BANANAS, 4950, -25, 4943, 25, 7
13800 , PEARLS, 10004, -1, 9996, 1, 8
13900 , BANANAS, 4947, -2, 4942, 20, 5
13900 , PEARLS, 10002, -2, 9995, 20, 7
14000 , BANANAS, 4949, -27, 4948, 1, 1
14000 , PEARLS, 10004, -1, 9996, 1, 8
14100 , BANANAS, 4949, -24, 4942, 24, 7
14100 , PEARLS, 10004, -2, 10000, 3, 4
14200 , BANANAS, 4949, -24, 4942, 24, 7
14200 , PEARLS, 10004, -2, 9996, 2, 8
14300 , BANANAS, 4949, -2, 4943, 30, 6
14300 , PEARLS, 10004, -2, 9996, 2, 8
14400 , BANANAS, 4949, -23, 4943, 9, 6
14400 , PEARLS, 10004, -1, 9998, 9, 6
14500 , BANANAS, 4949, -1, 4943, 22, 6
14500 , PEARLS, 10000, -2, 9996, 1, 4
14600 , BANANAS, 4947, -3, 4942, 21, 5
14600 , PEARLS, 10002, -3, 9995, 21, 7
14700 , BANANAS, 4949, -26, 4943, 7, 6
14700 , PEARLS, 10004, -2, 9998, 5, 6
14800 , BANANAS, 4949, -23, 4943, 1, 6
14800 , PEARLS, 10004, -2, 9996, 2, 8
14900 , BANANAS, 4947, -8, 4943, 2, 4
14900 , PEARLS, 10002, -8, 9996, 2, 6
15000 , BANANAS, 4943, -1, 4942, 23, 1
15000 , PEARLS, 10004, -1, 9996, 1, 8
15100 , BANANAS, 4949, -26, 4948, 1, 1
15100 , PEARLS, 10004, -1, 10002, 1, 2
15200 , BANANAS, 4950, -25, 4946, 3, 4
15200 , PEARLS, 10000, -4, 9998, 3, 2
15300 , BANANAS, 4949, -24, 4943, 5, 6
15300 , PEARLS, 10004, -2, 9998, 3, 6
15400 , BANANAS, 4947, -4, 4942, 26, 5
15400 , PEARLS, 10002, -4, 9996, 2, 6
15500 , BANANAS, 4949, -20, 4948, 1, 1
15500 , PEARLS, 10005, -20, 9998, 5, 7
15600 , BANANAS, 4950, -24, 4943, 24, 7
15600 , PEARLS, 10004, -1, 9996, 1, 8
15700 , BANANAS, 4950, -2, 4944, 22, 6
15700 , PEARLS, 10004, -2, 9996, 2, 8
15800 , BANANAS, 4950, -2, 4945, 9, 5
15800 , PEARLS, 10004, -2, 9998, 5, 6
15900 , BANANAS, 4951, -27, 4945, 10, 6
15900 , PEARLS, 10005, -27, 9998, 10, 7
16000 , BANANAS, 4950, -7, 4945, 27, 5
16000 , PEARLS, 10002, -7, 9996, 2, 6
16100 , BANANAS, 4951, -29, 4945, 4, 6
16100 , PEARLS, 10005, -29, 9998, 4, 7
16200 , BANANAS, 4945, -1, 4944, 21, 1
16200 , PEARLS, 10005, -21, 9995, 21, 10
16300 , BANANAS, 4949, -2, 4944, 31, 5
16300 , PEARLS, 10002, -2, 9996, 2, 6
16400 , BANANAS, 4951, -24, 4945, 2, 6
16400 , PEARLS, 9998, -1, 9996, 2, 2
16500 , BANANAS, 4951, -27, 4945, 2, 6
16500 , PEARLS, 10004, -2, 9996, 2, 8
16600 , BANANAS, 4951, -25, 4945, 25, 6
16600 , PEARLS, 10004, -2, 9996, 2, 8
16700 , BANANAS, 4945, -1, 4944, 24, 1
16700 , PEARLS, 10004, -1, 10002, 3, 2
16800 , BANANAS, 4949, -5, 4944, 32, 5
16800 , PEARLS, 10002, -5, 9996, 2, 6
16900 , BANANAS, 4951, -24, 4944, 24, 7
16900 , PEARLS, 10004, -1, 9996, 1, 8
17000 , BANANAS, 4951, -23, 4944, 23, 7
17000 , PEARLS, 10005, -23, 9995, 23, 10
17100 , BANANAS, 4951, -31, 4945, 6, 6
17100 , PEARLS, 10004, -1, 9998, 6, 6
17200 , BANANAS, 4951, -2, 4946, 6, 5
17200 , PEARLS, 10004, -2, 9998, 6, 6
17300 , BANANAS, 4947, -2, 4945, 28, 2
17300 , PEARLS, 9998, -1, 9995, 28, 3
17400 , BANANAS, 4952, -1, 4946, 25, 6
17400 , PEARLS, 10004, -1, 9996, 1, 8
17500 , BANANAS, 4953, -24, 4951, 11, 2
17500 , PEARLS, 10004, -1, 9996, 1, 8
17600 , BANANAS, 4952, -27, 4945, 27, 7
17600 , PEARLS, 10005, -27, 9995, 27, 10
17700 , BANANAS, 4951, -1, 4945, 24, 6
17700 , PEARLS, 10004, -1, 9996, 1, 8
17800 , BANANAS, 4951, -23, 4944, 23, 7
17800 , PEARLS, 10005, -23, 9995, 23, 10
17900 , BANANAS, 4951, -30, 4945, 9, 6
17900 , PEARLS, 10004, -1, 9998, 8, 6
18000 , BANANAS, 4951, -28, 4945, 9, 6
18000 , PEARLS, 10004, -2, 9998, 7, 6
18100 , BANANAS, 4952, -21, 4945, 21, 7
18100 , PEARLS, 10005, -21, 9995, 21, 10
18200 , BANANAS, 4952, -24, 4950, 1, 2
18200 , PEARLS, 10004, -1, 9996, 1, 8
18300 , BANANAS, 4951, -29, 4944, 29, 7
18300 , PEARLS, 10004, -2, 9996, 2, 8
18400 , BANANAS, 4951, -1, 4945, 30, 6
18400 , PEARLS, 10004, -1, 9996, 1, 8
18500 , BANANAS, 4951, -2, 4946, 3, 5
18500 , PEARLS, 10004, -2, 9998, 3, 6
18600 , BANANAS, 4950, -10, 4945, 31, 5
18600 , PEARLS, 10002, -9, 9996, 1, 6
18700 , BANANAS, 4951, -2, 4945, 27, 6
18700 , PEARLS, 10004, -2, 10002, 9, 2
18800 , BANANAS, 4952, -24, 4945, 24, 7
18800 , PEARLS, 10004, -2, 9996, 2, 8
18900 , BANANAS, 4952, -28, 4945, 28, 7
18900 , PEARLS, 10004, -1, 9996, 1, 8
19000 , BANANAS, 4950, -7, 4945, 24, 5
19000 , PEARLS, 10002, -7, 9995, 25, 7
19100 , BANANAS, 4951, -1, 4945, 29, 6
19100 , PEARLS, 10000, -5, 9996, 1, 4
19200 , BANANAS, 4950, -7, 4945, 29, 5
19200 , PEARLS, 10002, -7, 9996, 1, 6
19300 , BANANAS, 4952, -32, 4945, 32, 7
19300 , PEARLS, 10004, -2, 9996, 2, 8
19400 , BANANAS, 4951, -3, 4946, 21, 5
19400 , PEARLS, 10002, -3, 9996, 1, 6
19500 , BANANAS, 4952, -2, 4946, 22, 6
19500 , PEARLS, 10004, -2, 9996, 2, 8
19600 , BANANAS, 4952, -2, 4946, 31, 6
19600 , PEARLS, 10004, -2, 9996, 2, 8
19700 , BANANAS, 4951, -2, 4946, 25, 5
19700 , PEARLS, 10002, -2, 9996, 1, 6
19800 , BANANAS, 4953, -20, 4946, 20, 7
19800 , PEARLS, 10005, -20, 10002, 4, 3
19900 , BANANAS, 4952, -1, 4946, 28, 6
19900 , PEARLS, 10004, -1, 9996, 1, 8
20000 , BANANAS, 4951, -4, 4946, 29, 5
20000 , PEARLS, 10002, -4, 9996, 1, 6
20100 , BANANAS, 4952, -2, 4947, 10, 5
20100 , PEARLS, 10004, -2, 9998, 9, 6
20200 , BANANAS, 4953, -29, 4946, 29, 7
20200 , PEARLS, 10005, -29, 9995, 29, 10
20300 , BANANAS, 4952, -23, 4946, 2, 6
20300 , PEARLS, 10004, -2, 9996, 2, 8
20400 , BANANAS, 4953, -24, 4946, 24, 7
20400 , PEARLS, 10005, -24, 9995, 24, 10
20500 , BANANAS, 4953, -30, 4946, 30, 7
20500 , PEARLS, 10005, -30, 9995, 30, 10
20600 , BANANAS, 4953, -2, 4947, 23, 6
20600 , PEARLS, 10004, -2, 9996, 2, 8
20700 , BANANAS, 4948, -1, 4947, 31, 1
20700 , PEARLS, 10002, -6, 9996, 1, 6
20800 , BANANAS, 4954, -25, 4953, 1, 1
20800 , PEARLS, 10004, -2, 9996, 2, 8
20900 , BANANAS, 4954, -24, 4947, 24, 7
20900 , PEARLS, 10004, -1, 9996, 1, 8
21000 , BANANAS, 4949, -3, 4948, 27, 1
21000 , PEARLS, 10005, -27, 9995, 27, 10
21100 , BANANAS, 4955, -30, 4949, 1, 6
21100 , PEARLS, 10004, -2, 9998, 1, 6
21200 , BANANAS, 4954, -23, 4947, 23, 7
21200 , PEARLS, 10005, -23, 9995, 23, 10
21300 , BANANAS, 4948, -1, 4947, 29, 1
21300 , PEARLS, 10005, -29, 9995, 29, 10
21400 , BANANAS, 4955, -30, 4948, 30, 7
21400 , PEARLS, 10005, -30, 9995, 30, 10
21500 , BANANAS, 4954, -24, 4952, 4, 2
21500 , PEARLS, 10004, -2, 9996, 2, 8
21600 , BANANAS, 4955, -29, 4951, 2, 4
21600 , PEARLS, 10005, -29, 10002, 1, 3
21700 , BANANAS, 4952, -10, 4948, 1, 4
21700 , PEARLS, 10002, -10, 9996, 1, 6
21800 , BANANAS, 4954, -1, 4949, 5, 5
21800 , PEARLS, 10004, -1, 9998, 6, 6
21900 , BANANAS, 4954, -30, 4948, 2, 6
21900 , PEARLS, 10004, -2, 9996, 2, 8
22000 , BANANAS, 4948, -1, 4947, 24, 1
22000 , PEARLS, 10000, -2, 9996, 1, 4
22100 , BANANAS, 4954, -25, 4948, 1, 6
22100 , PEARLS, 10004, -2, 9996, 2, 8
22200 , BANANAS, 4953, -4, 4948, 28, 5
22200 , PEARLS, 10002, -4, 9996, 1, 6
22300 , BANANAS, 4955, -30, 4948, 30, 7
22300 , PEARLS, 10004, -1, 9996, 1, 8
22400 , BANANAS, 4955, -26, 4948, 26, 7
22400 , PEARLS, 10004, -2, 10002, 2, 2
22500 , BANANAS, 4955, -27, 4948, 27, 7
22500 , PEARLS, 10005, -27, 10002, 6, 3
22600 , BANANAS, 4953, -9, 4948, 27, 5
22600 , PEARLS, 10002, -9, 9996, 1, 6
22700 , BANANAS, 4955, -28, 4948, 28, 7
22700 , PEARLS, 10005, -28, 9995, 28, 10
22800 , BANANAS, 4954, -1, 4948, 30, 6
22800 , PEARLS, 9998, -3, 9996, 1, 2
22900 , BANANAS, 4954, -2, 4948, 26, 6
22900 , PEARLS, 9998, -1, 9996, 2, 2
23000 , BANANAS, 4955, -26, 4949, 3, 6
23000 , PEARLS, 10004, -2, 9998, 3, 6
23100 , BANANAS, 4953, -10, 4948, 24, 5
23100 , PEARLS, 10002, -10, 9996, 1, 6
23200 , BANANAS, 4953, -10, 4948, 26, 5
23200 , PEARLS, 9998, -1, 9995, 26, 3
23300 , BANANAS, 4954, -22, 4947, 22, 7
23300 , PEARLS, 10005, -22, 9995, 22, 10
23400 , BANANAS, 4954, -21, 4949, 6, 5
23400 , PEARLS, 10005, -21, 9998, 6, 7
23500 , BANANAS, 4954, -28, 4950, 2, 4
23500 , PEARLS, 10004, -2, 9996, 2, 8
23600 , BANANAS, 4953, -6, 4952, 3, 1
23600 , PEARLS, 10002, -6, 9995, 21, 7
23700 , BANANAS, 4954, -24, 4947, 24, 7
23700 , PEARLS, 10005, -24, 9995, 24, 10
23800 , BANANAS, 4954, -23, 4948, 2, 6
23800 , PEARLS, 10004, -2, 9996, 2, 8
23900 , BANANAS, 4954, -20, 4953, 1, 1
23900 , PEARLS, 10005, -20, 9995, 20, 10
24000 , BANANAS, 4951, -6, 4947, 23, 4
24000 , PEARLS, 10002, -6, 9996, 1, 6
24100 , BANANAS, 4953, -26, 4946, 26, 7
24100 , PEARLS, 10004, -2, 9996, 2, 8
24200 , BANANAS, 4952, -27, 4951, 1, 1
24200 , PEARLS, 10004, -2, 9998, 4, 6
24300 , BANANAS, 4951, -23, 4945, 2, 6
24300 , PEARLS, 10004, -2, 10002, 6, 2
24400 , BANANAS, 4951, -25, 4944, 25, 7
24400 , PEARLS, 10005, -25, 9995, 25, 10
24500 , BANANAS, 4950, -7, 4949, 4, 1
24500 , PEARLS, 9998, -2, 9995, 21, 3
24600 , BANANAS, 4951, -1, 4945, 27, 6
24600 , PEARLS, 10004, -1, 9996, 1, 8
24700 , BANANAS, 4951, -2, 4945, 22, 6
24700 , PEARLS, 10004, -2, 9996, 2, 8
24800 , BANANAS, 4951, -28, 4945, 28, 6
24800 , PEARLS, 10004, -2, 9996, 2, 8
24900 , BANANAS, 4951, -30, 4945, 5, 6
24900 , PEARLS, 10004, -2, 9998, 5, 6
25000 , BANANAS, 4949, -1, 4944, 27, 5
25000 , PEARLS, 10002, -1, 9996, 1, 6
25100 , BANANAS, 4950, -23, 4946, 6, 4
25100 , PEARLS, 10005, -23, 9995, 23, 10
25200 , BANANAS, 4951, -26, 4944, 25, 7
25200 , PEARLS, 10004, -2, 9996, 2, 8
25300 , BANANAS, 4948, -1, 4944, 26, 4
25300 , PEARLS, 10002, -1, 9996, 2, 6
25400 , BANANAS, 4951, -32, 4945, 2, 6
25400 , PEARLS, 10004, -2, 9998, 2, 6
25500 , BANANAS, 4951, -25, 4946, 3, 5
25500 , PEARLS, 10004, -2, 9998, 3, 6
25600 , BANANAS, 4951, -1, 4950, 1, 1
25600 , PEARLS, 10004, -1, 9996, 1, 8
25700 , BANANAS, 4951, -1, 4945, 23, 6
25700 , PEARLS, 10004, -1, 9996, 1, 8
25800 , BANANAS, 4951, -28, 4945, 1, 6
25800 , PEARLS, 10004, -1, 9996, 1, 8
